시리얼번호,자치구,주소,위도,경도,,,,,,,,,,,,,,,,,,
V02Q1940059,강남구,서울특별시 강남구 일원동 688,37.48952988,127.0753463,,,,,,,,,,,,,,,,,,
V02Q1940293,강남구,서울특별시 강남구 개포동 1221-3,37.47640069,127.0484893,,,,,,,,,,,,,,,,,,
V02Q1940060,강남구,서울특별시 강남구 일원동 735-1,37.48339724,127.0862339,,,,,,,,,,,,,,,,,,비고
V02Q1940079,강남구,서울특별시 강남구 일원동 707,37.49410245,127.0822094,,,,,,,,,,,,,,,,오존,방문자수,
V02Q1940129,강남구,서울특별시 강남구 대치동 16-1,37.49765571,127.0743987,,,,,,,,,,,,,,,,,,
V02Q1940123,강남구,서울특별시 강남구 대치동 1028-1,37.49489912,127.0618427,,,,,,,,,,,,,,,,,,
V02Q1940246,강남구,서울특별시 강남구 대치동 27-14,37.49937086,127.0727253,,,,,,,,,,,,,,,,,,
V02Q1940094,강남구,서울특별시 강남구 세곡동 110-5,37.46682943,127.1088929,,,,,,,,,,,,,,,,,,
V02Q1940178,강남구,서울특별시 강남구 신사동 667-6,37.52105313,127.0194561,,,,,,,,,,,,,,,,,,
V02Q1940161,강남구,서울특별시 강남구 신사동 658-2,37.52634275,127.0374614,,,,,,,,,,,,,,,,,,
V02Q1940152,강남구,서울특별시 강남구 역삼동 695-14,37.50653959,127.0457279,,,,,,,,,,,,,,,,,,
V02Q1940175,강남구,서울특별시 강남구 청담동 139-15,37.52778814,127.0467992,,,,,,,,,,,,,,,,,,
V02Q1940149,강남구,서울특별시 강남구 도곡동 421-5,37.48506055,127.044068,,,,,,,,,,,,,,,,,,
V02Q1940145,강남구,서울특별시 강남구 논현동 22,37.51402419,127.0216812,,,,,,,,,,,,,,,,,,
V02Q1940313,강남구,서울특별시 강남구 수서동 745-4,37.48553586,127.0874273,,,,,,,,,,,,,,,,,,
V02Q1940309,강남구,서울특별시 강남구 역삼동 782-9,37.49373877,127.0423742,,,,,,,,,,,,,,,,,,
V02Q1940315,강남구,서울특별시 강남구 개포동 660-1,37.48391615,127.0575965,,,,,,,,,,,,,,,,,,
V02Q1940273,강남구,서울특별시 강남구 논현동 107-44,37.51751212,127.0371336,,,,,,,,,,,,,,,,,,
V02Q1940236,강남구,서울특별시 강남구 도곡동 893-9,37.4881537,127.0394136,,,,,,,,,,,,,,,,,,
V02Q1940063,강남구,서울특별시 강남구 삼성동 111-32,37.51606159,127.0618801,,,,,,,,,,,,,,,,,,
V02Q1940080,강남구,서울특별시 강남구 삼성동 111-138,37.51310182,127.0458183,,,,,,,,,,,,,,,,,,
V02Q1940177,강남구,서울특별시 강남구 대치동 905,37.50227825,127.0539647,,,,,,,,,,,,,,,,,,
V02Q1940239,강남구,서울특별시 강남구 대치동 1027,37.49344719,127.0569613,,,,,,,,,,,,,,,,,,
V02Q1940098,강남구,서울특별시 강남구 수서동 727,37.48676489,127.1018579,,,,,,,,,,,,,,,,,,
V02Q1940192,강남구,서울특별시 강남구 청담동 77-43,37.52224273,127.0534516,,,,,,,,,,,,,,,,,,
V02Q1940724,강남구,서울특별시 강남구 역삼동 805-36,37.49732201,127.0513158,,,,,,,,,,,,,,,,,,
