"SCAPTION(지점명)","SECTIME(년월일시분)","S00A(풍향)","S00A_S(풍향)","S01A(풍속)","S02A(기온)","S03M(강수)","S04A(강수유무)","S05A(습도)","S06M(일사)","S07M(일조)"
"[서] 도봉",20170101000100,0,"북",0,-0.4,0,0,83.4,0,0
"[서] 도봉",20170101000200,0,"북",0,-0.5,0,0,83.5,0,0
"[서] 도봉",20170101000300,0,"북",0,-0.5,0,0,83.8,0,0
"[서] 도봉",20170101000400,0,"북",0,-0.4,0,0,84.1,0,0
"[서] 도봉",20170101000500,0,"북",0,-0.2,0,0,84.3,0,0
"[서] 도봉",20170101000600,0,"북",0,-0.2,0,0,84,0,0
"[서] 도봉",20170101000700,0,"북",0,-0.3,0,0,83.6,0,0
"[서] 도봉",20170101000800,0,"북",0,-0.4,0,0,83.7,0,0
"[서] 도봉",20170101000900,0,"북",0,-0.5,0,0,83.7,0,0
"[서] 도봉",20170101001000,0,"북",0,-0.5,0,0,84.1,0,0
"[서] 도봉",20170101001100,0,"북",0,-0.5,0,0,84,0,0
"[서] 도봉",20170101001200,0,"북",0,-0.5,0,0,84.1,0,0
"[서] 도봉",20170101001300,0,"북",0,-0.5,0,0,84.2,0,0
"[서] 도봉",20170101001400,0,"북",0,-0.5,0,0,84,0,0
"[서] 도봉",20170101001500,0,"북",0,-0.5,0,0,84,0,0
"[서] 도봉",20170101001600,0,"북",0,-0.6,0,0,84.1,0,0
"[서] 도봉",20170101001700,0,"북",0,-0.6,0,0,84.5,0,0
"[서] 도봉",20170101001800,0,"북",0,-0.5,0,0,84.7,0,0
"[서] 도봉",20170101001900,0,"북",0,-0.4,0,0,84.5,0,0
"[서] 도봉",20170101002000,0,"북",0,-0.5,0,0,84.3,0,0
"[서] 도봉",20170101002100,0,"북",0,-0.5,0,0,84.3,0,0
"[서] 도봉",20170101002200,0,"북",0,-0.5,0,0,84.4,0,0
"[서] 도봉",20170101002300,0,"북",0,-0.4,0,0,84.6,0,0
"[서] 도봉",20170101002400,0,"북",0,-0.4,0,0,84.1,0,0
"[서] 도봉",20170101002500,0,"북",0,-0.4,0,0,84.3,0,0
"[서] 도봉",20170101002600,0,"북",0,-0.4,0,0,84.4,0,0
"[서] 도봉",20170101002700,0,"북",0,-0.4,0,0,84.4,0,0
"[서] 도봉",20170101002800,0,"북",0,-0.3,0,0,84.3,0,0
"[서] 도봉",20170101002900,0,"북",0,-0.3,0,0,84.2,0,0
"[서] 도봉",20170101003000,0,"북",0,-0.4,0,0,84.1,0,0
"[서] 도봉",20170101003100,0,"북",0,-0.4,0,0,84.3,0,0
"[서] 도봉",20170101003200,0,"북",0,-0.3,0,0,84.9,0,0
"[서] 도봉",20170101003300,0,"북",0,-0.1,0,0,84.9,0,0
"[서] 도봉",20170101003400,0,"북",0,0,0,0,84.7,0,0
"[서] 도봉",20170101003500,0,"북",0,0,0,0,84.5,0,0
"[서] 도봉",20170101003600,0,"북",0,0.1,0,0,84.4,0,0
"[서] 도봉",20170101003700,0,"북",0,0.1,0,0,84.2,0,0
"[서] 도봉",20170101003800,0,"북",0,0.1,0,0,84.4,0,0
"[서] 도봉",20170101003900,0,"북",0,0.2,0,0,84.3,0,0
"[서] 도봉",20170101004000,0,"북",0,0.3,0,0,84.1,0,0
"[서] 도봉",20170101004100,0,"북",0,0.3,0,0,83.9,0,0
"[서] 도봉",20170101004200,0,"북",0,0.3,0,0,83.7,0,0
"[서] 도봉",20170101004300,0,"북",0,0.3,0,0,83.8,0,0
"[서] 도봉",20170101004400,0,"북",0,0.3,0,0,83.7,0,0
"[서] 도봉",20170101004500,0,"북",0,0.4,0,0,83.8,0,0
"[서] 도봉",20170101004600,0,"북",0,0.4,0,0,83.5,0,0
"[서] 도봉",20170101004700,0,"북",0,0.4,0,0,83.4,0,0
"[서] 도봉",20170101004800,0,"북",0,0.4,0,0,83.4,0,0
"[서] 도봉",20170101004900,0,"북",0,0.3,0,0,83.4,0,0
"[서] 도봉",20170101005000,0,"북",0,0.3,0,0,83.4,0,0
"[서] 도봉",20170101005100,0,"북",0,0.3,0,0,83.5,0,0
"[서] 도봉",20170101005200,0,"북",0,0.3,0,0,83.4,0,0
"[서] 도봉",20170101005300,0,"북",0,0.3,0,0,83.4,0,0
"[서] 도봉",20170101005400,0,"북",0,0.2,0,0,83.2,0,0
"[서] 도봉",20170101005500,0,"북",0,0.2,0,0,83.3,0,0
"[서] 도봉",20170101005600,0,"북",0,0.1,0,0,83.4,0,0
"[서] 도봉",20170101005700,0,"북",0,0.1,0,0,83.6,0,0
"[서] 도봉",20170101005800,0,"북",0,0.1,0,0,83.8,0,0
"[서] 도봉",20170101005900,0,"북",0,0.1,0,0,83.9,0,0
"[서] 도봉",20170101010000,0,"북",0,0.2,0,0,83.9,0,0
"[서] 도봉",20170101010100,0,"북",0,0.2,0,0,83.9,0,0
"[서] 도봉",20170101010200,0,"북",0,0.3,0,0,83.9,0,0
"[서] 도봉",20170101010300,0,"북",0,0.3,0,0,83.7,0,0
"[서] 도봉",20170101010400,0,"북",0,0.3,0,0,83.6,0,0
"[서] 도봉",20170101010500,0,"북",0,0.2,0,0,83.6,0,0
"[서] 도봉",20170101010600,0,"북",0,0.1,0,0,83.5,0,0
"[서] 도봉",20170101010700,0,"북",0,0.1,0,0,83.6,0,0
"[서] 도봉",20170101010800,0,"북",0,0,0,0,83.8,0,0
"[서] 도봉",20170101010900,0,"북",0,0,0,0,83.9,0,0
"[서] 도봉",20170101011000,0,"북",0,0,0,0,84.1,0,0
"[서] 도봉",20170101011100,0,"북",0,0,0,0,84,0,0
"[서] 도봉",20170101011200,0,"북",0,-0.1,0,0,84.1,0,0
"[서] 도봉",20170101011300,0,"북",0,0,0,0,84.3,0,0
"[서] 도봉",20170101011400,0,"북",0,0,0,0,84.2,0,0
"[서] 도봉",20170101011500,0,"북",0,-0.1,0,0,84.2,0,0
"[서] 도봉",20170101011600,0,"북",0,-0.1,0,0,84.3,0,0
"[서] 도봉",20170101011700,0,"북",0,-0.1,0,0,84.2,0,0
"[서] 도봉",20170101011800,0,"북",0,-0.1,0,0,84.2,0,0
"[서] 도봉",20170101011900,0,"북",0,-0.2,0,0,84.2,0,0
"[서] 도봉",20170101012000,0,"북",0,-0.2,0,0,84.2,0,0
"[서] 도봉",20170101012100,0,"북",0,-0.2,0,0,84.4,0,0
"[서] 도봉",20170101012200,0,"북",0,-0.2,0,0,84.5,0,0
"[서] 도봉",20170101012300,0,"북",0,-0.2,0,0,84.7,0,0
"[서] 도봉",20170101012400,0,"북",0,-0.2,0,0,84.8,0,0
"[서] 도봉",20170101012500,0,"북",0,-0.1,0,0,84.7,0,0
"[서] 도봉",20170101012600,0,"북",0,-0.1,0,0,84.5,0,0
"[서] 도봉",20170101012700,0,"북",0,-0.1,0,0,84.6,0,0
"[서] 도봉",20170101012800,0,"북",0,-0.2,0,0,84.4,0,0
"[서] 도봉",20170101012900,0,"북",0,-0.2,0,0,84.4,0,0
"[서] 도봉",20170101013000,0,"북",0,-0.2,0,0,84.5,0,0
"[서] 도봉",20170101013100,0,"북",0,-0.2,0,0,84.6,0,0
"[서] 도봉",20170101013200,0,"북",0,-0.3,0,0,84.4,0,0
"[서] 도봉",20170101013300,0,"북",0,-0.3,0,0,84.5,0,0
"[서] 도봉",20170101013400,0,"북",0,-0.3,0,0,84.8,0,0
"[서] 도봉",20170101013500,0,"북",0,-0.3,0,0,84.9,0,0
"[서] 도봉",20170101013600,0,"북",0,-0.3,0,0,84.8,0,0
"[서] 도봉",20170101013700,0,"북",0,-0.3,0,0,84.6,0,0
"[서] 도봉",20170101013800,0,"북",0,-0.3,0,0,84.8,0,0
"[서] 도봉",20170101013900,0,"북",0,-0.3,0,0,84.9,0,0
"[서] 도봉",20170101014000,0,"북",0,-0.3,0,0,85.1,0,0
"[서] 도봉",20170101014100,0,"북",0,-0.3,0,0,85,0,0
"[서] 도봉",20170101014200,0,"북",0,-0.3,0,0,84.9,0,0
"[서] 도봉",20170101014300,0,"북",0,-0.3,0,0,84.9,0,0
"[서] 도봉",20170101014400,0,"북",0,-0.3,0,0,84.9,0,0
"[서] 도봉",20170101014500,0,"북",0,-0.4,0,0,84.8,0,0
"[서] 도봉",20170101014600,0,"북",0,-0.4,0,0,84.8,0,0
"[서] 도봉",20170101014700,0,"북",0,-0.5,0,0,84.9,0,0
"[서] 도봉",20170101014800,0,"북",0,-0.4,0,0,85,0,0
"[서] 도봉",20170101014900,0,"북",0,-0.5,0,0,84.9,0,0
"[서] 도봉",20170101015000,0,"북",0,-0.5,0,0,85.1,0,0
"[서] 도봉",20170101015100,0,"북",0,-0.5,0,0,85.1,0,0
"[서] 도봉",20170101015200,0,"북",0,-0.5,0,0,85.1,0,0
"[서] 도봉",20170101015300,0,"북",0,-0.6,0,0,85.1,0,0
"[서] 도봉",20170101015400,0,"북",0,-0.6,0,0,85.1,0,0
"[서] 도봉",20170101015500,0,"북",0,-0.6,0,0,85.1,0,0
"[서] 도봉",20170101015600,0,"북",0,-0.6,0,0,85.3,0,0
"[서] 도봉",20170101015700,0,"북",0,-0.6,0,0,85.3,0,0
"[서] 도봉",20170102120800,342,"북북서",0.800000011920929,9,0,0,71,0,0
"[서] 도봉",20170102120900,341.299987792969,"북북서",0.400000005960464,9,0,0,70.9000015258789,0,0
"[서] 도봉",20170102121000,0,"북",0,9.30000019073486,0,0,70.0999984741211,0,0
"[서] 도봉",20170102121100,111.800003051758,"동남동",0.5,9.30000019073486,0,0,69.4000015258789,0,0
"[서] 도봉",20170102121200,213.800003051758,"남서",0.699999988079071,9.39999961853027,0,0,68.4000015258789,0,0
"[서] 도봉",20170102121300,157.300003051758,"남남동",0.300000011920929,9.5,0,0,67.5,0,0
"[서] 도봉",20170102121400,297,"서북서",0.600000023841858,9.69999980926514,0,0,67.0999984741211,0,0
"[서] 도봉",20170102121500,301.700012207031,"서북서",1.10000002384186,9.80000019073486,0,0,66.5999984741211,0,0
"[서] 도봉",20170102121600,229.199996948242,"남서",2.20000004768372,9.60000038146973,0,0,65.3000030517578,0,0
"[서] 도봉",20170102121700,172.300003051758,"남",1.89999997615814,9.60000038146973,0,0,64.9000015258789,0,0
"[서] 도봉",20170102121800,206.5,"남남서",1.39999997615814,9.60000038146973,0,0,64.8000030517578,0,0
"[서] 도봉",20170102121900,266.899993896484,"서",1.70000004768372,9.69999980926514,0,0,64.4000015258789,0,0
"[서] 도봉",20170102122000,233.100006103516,"남서",2.70000004768372,9.60000038146973,0,0,63.5999984741211,0,0
"[서] 도봉",20170102122100,253.800003051758,"서남서",1.29999995231628,9.5,0,0,63.5,0,0
"[서] 도봉",20170102122200,278,"서",0.699999988079071,9.39999961853027,0,0,63.5,0,0
"[서] 도봉",20170102122300,224.199996948242,"남서",0.300000011920929,9.5,0,0,63.7999992370605,0,0
"[서] 도봉",20170102122400,235.800003051758,"남서",1.39999997615814,9.60000038146973,0,0,63.7000007629395,0,0
"[서] 도봉",20170102122500,256.600006103516,"서남서",1.39999997615814,9.60000038146973,0,0,63.5,0,0
"[서] 도봉",20170102122600,242.300003051758,"서남서",0.899999976158142,9.60000038146973,0,0,63.7000007629395,0,0
"[서] 도봉",20170102122700,286.5,"서북서",0.200000002980232,9.69999980926514,0,0,63.5,0,0
"[서] 도봉",20170102122800,280.100006103516,"서",1.60000002384186,9.60000038146973,0,0,63,0,0
"[서] 도봉",20170102122900,223.600006103516,"남서",2.29999995231628,9.60000038146973,0,0,63.0999984741211,0,0
"[서] 도봉",20170102123000,224.199996948242,"남서",0.300000011920929,9.60000038146973,0,0,63.2000007629395,0,0
"[서] 도봉",20170102123100,0,"북",0,9.60000038146973,0,0,63.2000007629395,0,0
"[서] 도봉",20170102123200,0,"북",0,9.5,0,0,63.5,0,0
"[서] 도봉",20170102123300,254.300003051758,"서남서",1.20000004768372,9.39999961853027,0,0,63.7000007629395,0,0
"[서] 도봉",20170102123400,205.5,"남남서",0.899999976158142,9.30000019073486,0,0,63.7000007629395,0,0
"[서] 도봉",20170102123500,236.5,"서남서",0.699999988079071,9.30000019073486,0,0,64.3000030517578,0,0
"[서] 도봉",20170102123600,223.800003051758,"남서",0.200000002980232,9.39999961853027,0,0,64.3000030517578,0,0
"[서] 도봉",20170102123700,229.399993896484,"남서",1.39999997615814,9.39999961853027,0,0,63.7000007629395,0,0
"[서] 도봉",20170102123800,236,"남서",0.600000023841858,9.30000019073486,0,0,63.4000015258789,0,0
"[서] 도봉",20170102123900,268.299987792969,"서",0.200000002980232,9.19999980926514,0,0,63.4000015258789,0,0
"[서] 도봉",20170102124000,258.700012207031,"서남서",1.20000004768372,9.19999980926514,0,0,63.5999984741211,0,0
"[서] 도봉",20170102124100,321.700012207031,"북서",1.29999995231628,9.10000038146973,0,0,63.2999992370605,0,0
"[서] 도봉",20170102124200,298.700012207031,"서북서",0.400000005960464,9,0,0,63.4000015258789,0,0
"[서] 도봉",20170102124300,0,"북",0,9,0,0,63.5,0,0
"[서] 도봉",20170102124400,274.600006103516,"서",0.800000011920929,8.89999961853027,0,0,63.5999984741211,0,0
"[서] 도봉",20170102124500,234.800003051758,"남서",0.400000005960464,9,0,0,63.9000015258789,0,0
"[서] 도봉",20170102124600,269.799987792969,"서",0.800000011920929,9.10000038146973,0,0,64,0,0
"[서] 도봉",20170102124700,253.899993896484,"서남서",1.79999995231628,9.10000038146973,0,0,63.5999984741211,0,0
"[서] 도봉",20170102124800,275.899993896484,"서",1,9.10000038146973,0,0,63.5999984741211,0,0
"[서] 도봉",20170102124900,0,"북",0,9.10000038146973,0,0,63.5,0,0
"[서] 도봉",20170102125000,256.399993896484,"서남서",1.10000002384186,9.10000038146973,0,0,63.2999992370605,0,0
"[서] 도봉",20170102125100,259.299987792969,"서",0.5,9.10000038146973,0,0,63.4000015258789,0,0
"[서] 도봉",20170102125200,0,"북",0.100000001490116,9.19999980926514,0,0,63.2000007629395,0,0
"[서] 도봉",20170102125300,265.399993896484,"서",0.699999988079071,9.10000038146973,0,0,63.2000007629395,0,0
"[서] 도봉",20170102125400,0,"북",0,9.10000038146973,0,0,63.2999992370605,0,0
"[서] 도봉",20170102125500,0,"북",0,9.10000038146973,0,0,63.4000015258789,0,0
"[서] 도봉",20170102125600,0,"북",0,9.19999980926514,0,0,63.4000015258789,0,0
"[서] 도봉",20170102125700,0,"북",0,9.10000038146973,0,0,62.9000015258789,0,0
"[서] 도봉",20170102125800,0,"북",0,9,0,0,63.2000007629395,0,0
"[서] 도봉",20170102125900,0,"북",0.100000001490116,9,0,0,63.4000015258789,0,0
"[서] 도봉",20170102130000,295,"서북서",1.10000002384186,9.10000038146973,0,0,63.5,0,0
"[서] 도봉",20170102130100,331.600006103516,"북북서",1.10000002384186,9,0,0,63.5,0,0
"[서] 도봉",20170102130200,0,"북",0,9.10000038146973,0,0,63.7000007629395,0,0
"[서] 도봉",20170102130300,0,"북",0,9.10000038146973,0,0,63.5999984741211,0,0
"[서] 도봉",20170102130400,0,"북",0,9.10000038146973,0,0,63.5,0,0
"[서] 도봉",20170102130500,0,"북",0,9.10000038146973,0,0,63,0,0
"[서] 도봉",20170102130600,0,"북",0,9.10000038146973,0,0,62.7999992370605,0,0
"[서] 도봉",20170102130700,265.799987792969,"서",1.10000002384186,9.10000038146973,0,0,62.5999984741211,0,0
"[서] 도봉",20170102130800,259.200012207031,"서",1.39999997615814,9,0,0,62.7000007629395,0,0
"[서] 도봉",20170102130900,280.200012207031,"서",0.899999976158142,9,0,0,63,0,0
"[서] 도봉",20170102131000,305.100006103516,"북서",1.29999995231628,8.89999961853027,0,0,63,0,0
"[서] 도봉",20170102131100,356.299987792969,"북",1.10000002384186,8.80000019073486,0,0,63.2000007629395,0,0
"[서] 도봉",20170102131200,327.100006103516,"북북서",0.699999988079071,8.80000019073486,0,0,63.4000015258789,0,0
"[서] 도봉",20170102131300,256.5,"서남서",0.800000011920929,8.89999961853027,0,0,63.5,0,0
"[서] 도봉",20170102131400,241.800003051758,"서남서",0.699999988079071,8.89999961853027,0,0,63.5,0,0
"[서] 도봉",20170102131500,267.399993896484,"서",0.200000002980232,8.89999961853027,0,0,63.7000007629395,0,0
"[서] 도봉",20170102131600,0,"북",0,9,0,0,63.7999992370605,0,0
"[서] 도봉",20170102131700,328.299987792969,"북북서",0.600000023841858,9,0,0,63.2000007629395,0,0
"[서] 도봉",20170102131800,0,"북",0,8.89999961853027,0,0,63,0,0
"[서] 도봉",20170102131900,0,"북",0,9,0,0,63.2000007629395,0,0
"[서] 도봉",20170102132000,0,"북",0.100000001490116,9.10000038146973,0,0,62.9000015258789,0,0
"[서] 도봉",20170102132100,275.299987792969,"서",1.60000002384186,9.10000038146973,0,0,62.4000015258789,0,0
"[서] 도봉",20170102132200,312.100006103516,"북서",1.5,9,0,0,62.4000015258789,0,0
"[서] 도봉",20170102132300,273.399993896484,"서",0.400000005960464,9.10000038146973,0,0,62.5999984741211,0,0
"[서] 도봉",20170102132400,357,"북",0.400000005960464,9.19999980926514,0,0,62.4000015258789,0,0
"[서] 도봉",20170102132500,94.1999969482422,"동",0.200000002980232,9.30000019073486,0,0,62.4000015258789,0,0
"[서] 도봉",20170102132600,241,"서남서",0.800000011920929,9.39999961853027,0,0,62.2999992370605,0,0
"[서] 도봉",20170102132700,230,"남서",1.5,9.39999961853027,0,0,62.0999984741211,0,0
"[서] 도봉",20170102132800,217,"남서",1.20000004768372,9.30000019073486,0,0,61.7999992370605,0,0
"[서] 도봉",20170102132900,213,"남남서",0.800000011920929,9.19999980926514,0,0,61.9000015258789,0,0
"[서] 도봉",20170102133000,243,"서남서",0.400000005960464,9.19999980926514,0,0,62.0999984741211,0,0
"[서] 도봉",20170102133100,258.100006103516,"서남서",1.39999997615814,9.19999980926514,0,0,62.0999984741211,0,0
"[서] 도봉",20170102133200,271.899993896484,"서",1.79999995231628,9.30000019073486,0,0,61.7999992370605,0,0
"[서] 도봉",20170102133300,359,"북",1,9.19999980926514,0,0,61.5999984741211,0,0
"[서] 도봉",20170102133400,0,"북",0.100000001490116,9.30000019073486,0,0,61.5,0,0
"[서] 도봉",20170102133500,0,"북",0,9.60000038146973,0,0,61.2000007629395,0,0
"[서] 도봉",20170102133600,235.399993896484,"남서",1,9.69999980926514,0,0,60.4000015258789,0,0
"[서] 도봉",20170102133700,236.699996948242,"서남서",0.5,9.69999980926514,0,0,60.0999984741211,0,0
"[서] 도봉",20170102133800,0,"북",0.100000001490116,9.69999980926514,0,0,59.5,0,0
"[서] 도봉",20170102133900,0,"북",0,9.60000038146973,0,0,59.7000007629395,0,0
"[서] 도봉",20170102134000,294.899993896484,"서북서",0.699999988079071,9.5,0,0,60.0999984741211,0,0
"[서] 도봉",20170102134100,319.700012207031,"북서",0.300000011920929,9.5,0,0,60.5,0,0
"[서] 도봉",20170102134200,0,"북",0,9.5,0,0,60.7000007629395,0,0
"[서] 도봉",20170102134300,193.199996948242,"남남서",0.400000005960464,9.69999980926514,0,0,60.5,0,0
"[서] 도봉",20170102134400,0,"북",0.100000001490116,9.80000019073486,0,0,60.4000015258789,0,0
"[서] 도봉",20170102134500,216.399993896484,"남서",0.699999988079071,9.89999961853027,0,0,59.7999992370605,0,0
"[서] 도봉",20170102134600,234.199996948242,"남서",1.60000002384186,9.69999980926514,0,0,59.5,0,0
"[서] 도봉",20170102134700,244.300003051758,"서남서",0.800000011920929,9.5,0,0,59.9000015258789,0,0
"[서] 도봉",20170102134800,270.700012207031,"서",1.79999995231628,9.5,0,0,60.2000007629395,0,0
"[서] 도봉",20170102134900,219.5,"남서",1.20000004768372,9.39999961853027,0,0,60.4000015258789,0,0
"[서] 도봉",20170102135000,197.399993896484,"남남서",1.70000004768372,9.5,0,0,60.7000007629395,0,0
"[서] 도봉",20170102135100,238,"서남서",1.39999997615814,9.5,0,0,60.5999984741211,0,0
"[서] 도봉",20170102135200,244.800003051758,"서남서",0.400000005960464,9.39999961853027,0,0,60.7000007629395,0,0
"[서] 도봉",20170102135300,0,"북",0.100000001490116,9.5,0,0,60.9000015258789,0,0
"[서] 도봉",20170102135400,0,"북",0.100000001490116,9.5,0,0,60.7000007629395,0,0
"[서] 도봉",20170102135500,253.800003051758,"서남서",1,9.39999961853027,0,0,60.7000007629395,0,0
"[서] 도봉",20170102135600,268.700012207031,"서",0.600000023841858,9.39999961853027,0,0,60.9000015258789,0,0
"[서] 도봉",20170102135700,254.100006103516,"서남서",0.5,9.39999961853027,0,0,60.7000007629395,0,0
"[서] 도봉",20170102135800,0,"북",0,9.39999961853027,0,0,60.9000015258789,0,0
"[서] 도봉",20170102135900,0,"북",0,9.39999961853027,0,0,60.9000015258789,0,0
"[서] 도봉",20170102140000,237.800003051758,"서남서",0.699999988079071,9.5,0,0,60.9000015258789,0,0
"[서] 도봉",20170102140100,253.300003051758,"서남서",0.200000002980232,9.5,0,0,60.7999992370605,0,0
"[서] 도봉",20170102140200,241.399993896484,"서남서",1.89999997615814,9.5,0,0,60.5999984741211,0,0
"[서] 도봉",20170102140300,241.100006103516,"서남서",1.70000004768372,9.39999961853027,0,0,60.5,0,0
"[서] 도봉",20170102140400,233.5,"남서",3,9.19999980926514,0,0,60.5,0,0
"[서] 도봉",20170102140500,231.300003051758,"남서",2.59999990463257,9.10000038146973,0,0,60.7000007629395,0,0
"[서] 도봉",20170102140600,308.399993896484,"북서",0.800000011920929,9.10000038146973,0,0,61,0,0
"[서] 도봉",20170102140700,0,"북",0,9.30000019073486,0,0,61.2999992370605,0,0
"[서] 도봉",20170102140800,0,"북",0,9.30000019073486,0,0,61,0,0
"[서] 도봉",20170102140900,0,"북",0,9.39999961853027,0,0,61,0,0
"[서] 도봉",20170102141000,187.300003051758,"남",0.5,9.5,0,0,61,0,0
"[서] 도봉",20170102141100,237.899993896484,"서남서",0.200000002980232,9.60000038146973,0,0,60.7999992370605,0,0
"[서] 도봉",20170102141200,256.100006103516,"서남서",0.800000011920929,9.60000038146973,0,0,60.4000015258789,0,0
"[서] 도봉",20170102141300,233.399993896484,"남서",0.600000023841858,9.5,0,0,60.0999984741211,0,0
"[서] 도봉",20170102141400,0,"북",0,9.39999961853027,0,0,60.0999984741211,0,0
"[서] 도봉",20170102141500,235.399993896484,"남서",0.200000002980232,9.39999961853027,0,0,60.4000015258789,0,0
"[서] 도봉",20170102141600,299.100006103516,"서북서",1.20000004768372,9.39999961853027,0,0,60.2999992370605,0,0
"[서] 도봉",20170102141700,303.100006103516,"서북서",0.400000005960464,9.30000019073486,0,0,60.5,0,0
"[서] 도봉",20170102141800,0,"북",0,9.30000019073486,0,0,61,0,0
"[서] 도봉",20170102141900,247.600006103516,"서남서",0.899999976158142,9.30000019073486,0,0,61,0,0
"[서] 도봉",20170102142000,239.199996948242,"서남서",0.800000011920929,9.30000019073486,0,0,60.9000015258789,0,0
"[서] 도봉",20170102142100,0,"북",0,9.39999961853027,0,0,60.9000015258789,0,0
"[서] 도봉",20170102142200,0,"북",0,9.19999980926514,0,0,60.7000007629395,0,0
"[서] 도봉",20170102142300,245.899993896484,"서남서",0.600000023841858,9.30000019073486,0,0,61.0999984741211,0,0
"[서] 도봉",20170102142400,259.100006103516,"서",1.39999997615814,9.30000019073486,0,0,60.7999992370605,0,0
"[서] 도봉",20170102142500,271.200012207031,"서",0.800000011920929,9.30000019073486,0,0,60.5,0,0
"[서] 도봉",20170102142600,0,"북",0,9.19999980926514,0,0,60.4000015258789,0,0
"[서] 도봉",20170102142700,0,"북",0,9.19999980926514,0,0,60.5999984741211,0,0
"[서] 도봉",20170102142800,0,"북",0,9.30000019073486,0,0,60.5,0,0
"[서] 도봉",20170102142900,0,"북",0,9.30000019073486,0,0,60.5,0,0
"[서] 도봉",20170102143000,256.899993896484,"서남서",1.39999997615814,9.30000019073486,0,0,60.2999992370605,0,0
"[서] 도봉",20170102143100,289.899993896484,"서북서",1.60000002384186,9.19999980926514,0,0,60.2000007629395,0,0
"[서] 도봉",20170102143200,346.899993896484,"북북서",0.800000011920929,9.19999980926514,0,0,60.7000007629395,0,0
"[서] 도봉",20170102143300,313.700012207031,"북서",0.5,9.30000019073486,0,0,60.5999984741211,0,0
"[서] 도봉",20170102143400,248.5,"서남서",1.70000004768372,9.30000019073486,0,0,60.5,0,0
"[서] 도봉",20170102143500,256.200012207031,"서남서",0.899999976158142,9.30000019073486,0,0,60.2999992370605,0,0
"[서] 도봉",20170102143600,257.600006103516,"서남서",0.400000005960464,9.30000019073486,0,0,60.4000015258789,0,0
"[서] 도봉",20170102143700,0,"북",0,9.39999961853027,0,0,60.2999992370605,0,0
"[서] 도봉",20170102143800,0,"북",0,9.39999961853027,0,0,60.0999984741211,0,0
"[서] 도봉",20170102143900,291.399993896484,"서북서",1.20000004768372,9.30000019073486,0,0,60,0,0
"[서] 도봉",20170102144000,298,"서북서",1.29999995231628,9.10000038146973,0,0,60.0999984741211,0,0
"[서] 도봉",20170102144100,213.5,"남남서",0.600000023841858,9.10000038146973,0,0,60.5999984741211,0,0
"[서] 도봉",20170102144200,205.399993896484,"남남서",0.699999988079071,9.10000038146973,0,0,60.7999992370605,0,0
"[서] 도봉",20170102144300,229.100006103516,"남서",0.899999976158142,9.10000038146973,0,0,60.9000015258789,0,0
"[서] 도봉",20170102144400,270.799987792969,"서",0.800000011920929,9.19999980926514,0,0,61,0,0
"[서] 도봉",20170102144500,0,"북",0,9.19999980926514,0,0,61.0999984741211,0,0
"[서] 도봉",20170102144600,0,"북",0,9.19999980926514,0,0,61.0999984741211,0,0
"[서] 도봉",20170102144700,295,"서북서",1.79999995231628,9.10000038146973,0,0,61.2000007629395,0,0
"[서] 도봉",20170102144800,284,"서북서",1.20000004768372,9.10000038146973,0,0,61.2999992370605,0,0
"[서] 도봉",20170102144900,265.600006103516,"서",1.29999995231628,9,0,0,61.4000015258789,0,0
"[서] 도봉",20170102145000,286,"서북서",1,9,0,0,61.7000007629395,0,0
"[서] 도봉",20170102145100,266.200012207031,"서",1.5,9,0,0,61.9000015258789,0,0
"[서] 도봉",20170102145200,281.200012207031,"서",1.29999995231628,8.89999961853027,0,0,62.2999992370605,0,0
"[서] 도봉",20170102145300,288,"서북서",1.20000004768372,8.89999961853027,0,0,62.5,0,0
"[서] 도봉",20170102145400,305.5,"북서",1.20000004768372,8.89999961853027,0,0,62.7999992370605,0,0
"[서] 도봉",20170102145500,317.5,"북서",1.39999997615814,8.80000019073486,0,0,63,0,0
"[서] 도봉",20170102145600,301.700012207031,"서북서",1.60000002384186,8.80000019073486,0,0,63.2000007629395,0,0
"[서] 도봉",20170102145700,327.399993896484,"북북서",1,8.69999980926514,0,0,63.5,0,0
"[서] 도봉",20170102145800,309.799987792969,"북서",1,8.69999980926514,0,0,63.7000007629395,0,0
"[서] 도봉",20170102145900,0,"북",0,8.80000019073486,0,0,63.9000015258789,0,0
"[서] 도봉",20170102150000,0,"북",0,8.80000019073486,0,0,64,0,0
"[서] 도봉",20170102150100,0,"북",0,8.80000019073486,0,0,63.9000015258789,0,0
"[서] 도봉",20170102150200,0,"북",0,8.89999961853027,0,0,63.7999992370605,0,0
"[서] 도봉",20170102150300,231.5,"남서",1.70000004768372,8.89999961853027,0,0,63.9000015258789,0,0
"[서] 도봉",20170102150400,234.699996948242,"남서",1.70000004768372,8.89999961853027,0,0,63.9000015258789,0,0
"[서] 도봉",20170102150500,255.100006103516,"서남서",1.20000004768372,8.89999961853027,0,0,63.9000015258789,0,0
"[서] 도봉",20170102150600,260,"서",1.39999997615814,9,0,0,63.7999992370605,0,0
"[서] 도봉",20170102150700,277.899993896484,"서",0.5,9,0,0,64,0,0
"[서] 도봉",20170102150800,196.699996948242,"남남서",0.200000002980232,9,0,0,63.9000015258789,0,0
